,App id,Review id,Sentence id,Sentence content,Feature (Positive),Feature (Neutral),Feature (Negative),Feature (All Annotated),clean_content,tags
478,B004LOMB2Q,A232AR5BMCILG,2,"The best part is I can access it on my kindle, phone, and computer.",,,,,"['the', 'best', 'part', 'is', 'i', 'can', 'access', 'it', 'on', 'my', 'kindle', 'phone', 'and', 'computer']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
479,B004LOMB2Q,AOD71UBJOLJQW,1,"love to save all my notes because I have short term memory, not sure if its cause from all the weed I used to smoke.",save all my notes,,,save all my notes,"['love', 'to', 'save', 'all', 'my', 'notes', 'because', 'i', 'have', 'short', 'term', 'memory', 'not', 'sure', 'if', 'its', 'cause', 'from', 'all', 'the', 'weed', 'i', 'used', 'to', 'smoke']","['O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
480,B004LOMB2Q,AOD71UBJOLJQW,2,I love this app.,,,,,"['i', 'love', 'this', 'app']","['O', 'O', 'O', 'O']"
481,B004LOMB2Q,AOD71UBJOLJQW,3,the only thing I hate is that the government has access to all my movie ideas which I have seen come to film threw out the years.,,,,,"['the', 'only', 'thing', 'i', 'hate', 'is', 'that', 'the', 'government', 'has', 'access', 'to', 'all', 'my', 'movie', 'ideas', 'which', 'i', 'have', 'seen', 'come', 'to', 'film', 'threw', 'out', 'the', 'years']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
482,B004LOMB2Q,AOD71UBJOLJQW,4,but that's the price I have to pay for not getting my lazy beer drinking fat asss off my couch and making them myself. . . sigh.,,,,,"['but', 'that', 's', 'the', 'price', 'i', 'have', 'to', 'pay', 'for', 'not', 'getting', 'my', 'lazy', 'beer', 'drinking', 'fat', 'asss', 'off', 'my', 'couch', 'and', 'making', 'them', 'myself', 'sigh']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
483,B004LOMB2Q,AOD71UBJOLJQW,5,anyways love the app!,,,,,"['anyways', 'love', 'the', 'app']","['O', 'O', 'O', 'O']"
484,B004LOMB2Q,A39S3SVL1D8FI2,1,"I've used this app to plan an entire choir tour to Germany and Austria this past May, and am currently working on digitizing a suggested menu for a fine dining restaurant.",,plan an entire choir tour,,plan an entire choir tour,"['i', 've', 'used', 'this', 'app', 'to', 'plan', 'an', 'entire', 'choir', 'tour', 'to', 'germany', 'and', 'austria', 'this', 'past', 'may', 'and', 'am', 'currently', 'working', 'on', 'digitizing', 'a', 'suggested', 'menu', 'for', 'a', 'fine', 'dining', 'restaurant']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
485,B004LOMB2Q,A39S3SVL1D8FI2,2,"Works amazingly, along with Skitch, but I wish there was a way to import notes into a type of presentation app.",Skitch,import notes,,Skitch;import notes,"['works', 'amazingly', 'along', 'with', 'skitch', 'but', 'i', 'wish', 'there', 'was', 'a', 'way', 'to', 'import', 'notes', 'into', 'a', 'type', 'of', 'presentation', 'app']","['O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O', 'O', 'O']"
486,B004LOMB2Q,A39S3SVL1D8FI2,3,"All in all, very helpful!",,,,,"['all', 'in', 'all', 'very', 'helpful']","['O', 'O', 'O', 'O', 'O']"
487,B004LOMB2Q,A2SPGQH2AZMNRN,1,"Convenient to have on my kindle, easy to use, what's not to love?",,,,,"['convenient', 'to', 'have', 'on', 'my', 'kindle', 'easy', 'to', 'use', 'what', 's', 'not', 'to', 'love']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
488,B004LOMB2Q,A2SPGQH2AZMNRN,2,I use it for my grocery and to-do lists and I love it!,grocery;to-do lists ,,,grocery;to-do lists ,"['i', 'use', 'it', 'for', 'my', 'grocery', 'and', 'to', 'do', 'lists', 'and', 'i', 'love', 'it']","['O', 'O', 'O', 'O', 'O', 'B', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O']"
489,B004LOMB2Q,A3BGCGXAJWZZY3,1,"love the program, best thing that I can use to keep track of all my notes I scatter around.",keep track of all my notes,,,keep track of all my notes,"['love', 'the', 'program', 'best', 'thing', 'that', 'i', 'can', 'use', 'to', 'keep', 'track', 'of', 'all', 'my', 'notes', 'i', 'scatter', 'around']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O']"
490,B004LOMB2Q,A3BGCGXAJWZZY3,2,Keeps me well organized and happy with all of everyday task and Internet notes,,Keeps me well organized;Internet notes,,Keeps me well organized;Internet notes,"['keeps', 'me', 'well', 'organized', 'and', 'happy', 'with', 'all', 'of', 'everyday', 'task', 'and', 'internet', 'notes']","['B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I']"
491,B004LOMB2Q,A5QVPEDG62HV2,1,The developer is devoted to improving the product and making it easier to interface with browsers.,,interface with browsers,,interface with browsers,"['the', 'developer', 'is', 'devoted', 'to', 'improving', 'the', 'product', 'and', 'making', 'it', 'easier', 'to', 'interface', 'with', 'browsers']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I']"
492,B004LOMB2Q,A5QVPEDG62HV2,2,"What's more, its cloud interface allows seamless synch.",,cloud interface;synch,,cloud interface;synch,"['what', 's', 'more', 'its', 'cloud', 'interface', 'allows', 'seamless', 'synch']","['O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'B']"
493,B004LOMB2Q,A5QVPEDG62HV2,3,with all your computers.,,,,,"['with', 'all', 'your', 'computers']","['O', 'O', 'O', 'O']"
494,B004LOMB2Q,A2TCHW9TE46QX,1,"Great app that is attractive, easy to learn and use and helpful in many levels of life organization.",life organization,,,life organization,"['great', 'app', 'that', 'is', 'attractive', 'easy', 'to', 'learn', 'and', 'use', 'and', 'helpful', 'in', 'many', 'levels', 'of', 'life', 'organization']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I']"
495,B004LOMB2Q,A2TCHW9TE46QX,2,Grateful I finally decided to try it out.,,,,,"['grateful', 'i', 'finally', 'decided', 'to', 'try', 'it', 'out']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
496,B004LOMB2Q,A1A3ZDQLJTJRW8,1,i use it for work and as personal journal.,,,,,"['i', 'use', 'it', 'for', 'work', 'and', 'as', 'personal', 'journal']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
497,B004LOMB2Q,A1A3ZDQLJTJRW8,2,"replaced colornote, delicious, and google drive.",,,,,"['replaced', 'colornote', 'delicious', 'and', 'google', 'drive']","['O', 'O', 'O', 'O', 'O', 'O']"
498,B004LOMB2Q,A1A3ZDQLJTJRW8,3,it gets better everyday ...,,,,,"['it', 'gets', 'better', 'everyday']","['O', 'O', 'O', 'O']"
499,B004LOMB2Q,AK59FM7RKTVZ9,1,sometime there or appointments 6 months away an I need a notice with an alarm there is not  an alarm on evernote are Ihave haven't found one but this help I always want an alarm,,notice with an alarm;alarm;alarm,,notice with an alarm;alarm;alarm,"['sometime', 'there', 'or', 'appointments', 'months', 'away', 'an', 'i', 'need', 'a', 'notice', 'with', 'an', 'alarm', 'there', 'is', 'not', 'an', 'alarm', 'on', 'evernote', 'are', 'ihave', 'haven', 't', 'found', 'one', 'but', 'this', 'help', 'i', 'always', 'want', 'an', 'alarm']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
500,B004LOMB2Q,A19E5KBYHYDN72,1,I've used this for over a year.,,,,,"['i', 've', 'used', 'this', 'for', 'over', 'a', 'year']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
501,B004LOMB2Q,A19E5KBYHYDN72,2,Helps me keep organized.,,,,,"['helps', 'me', 'keep', 'organized']","['O', 'O', 'O', 'O']"
502,B004LOMB2Q,A19E5KBYHYDN72,3,Sharing notes with other users is awesome.,Sharing notes,,,Sharing notes,"['sharing', 'notes', 'with', 'other', 'users', 'is', 'awesome']","['B', 'I', 'O', 'O', 'O', 'O', 'O']"
503,B004LOMB2Q,AMEIAYNOVG2ET,1,"awesome app, i didn't like evernote at first but now that i have a kindle its lightened my load by 90 percent, no more folders packed with paper, i can carry every thing with me without having to suffer from all the weight in my purse.",,,,,"['awesome', 'app', 'i', 'didn', 't', 'like', 'evernote', 'at', 'first', 'but', 'now', 'that', 'i', 'have', 'a', 'kindle', 'its', 'lightened', 'my', 'load', 'by', 'percent', 'no', 'more', 'folders', 'packed', 'with', 'paper', 'i', 'can', 'carry', 'every', 'thing', 'with', 'me', 'without', 'having', 'to', 'suffer', 'from', 'all', 'the', 'weight', 'in', 'my', 'purse']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
504,B004LOMB2Q,AMEIAYNOVG2ET,2,i just scan everything into evernote and it automatically files everything for me.,,scan;automatically files,,scan;automatically files,"['i', 'just', 'scan', 'everything', 'into', 'evernote', 'and', 'it', 'automatically', 'files', 'everything', 'for', 'me']","['O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']"
505,B004LOMB2Q,AMEIAYNOVG2ET,3,good job guys!!,,,,,"['good', 'job', 'guys']","['O', 'O', 'O']"
506,B004LOMB2Q,AN0NGVMIF5ZEJ,1,i had to switch Kindles after one was faulty and Evernote was an easy way to keep all my documents.,keep all my documents,,,keep all my documents,"['i', 'had', 'to', 'switch', 'kindles', 'after', 'one', 'was', 'faulty', 'and', 'evernote', 'was', 'an', 'easy', 'way', 'to', 'keep', 'all', 'my', 'documents']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I']"
507,B004LOMB2Q,AN0NGVMIF5ZEJ,2,the only thing is that it doesnt save larger files.,,save larger files,,save larger files,"['the', 'only', 'thing', 'is', 'that', 'it', 'doesnt', 'save', 'larger', 'files']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I']"
508,B004LOMB2Q,A1WX1S8669CIPT,1,I use this when I don't have access to my computer to type up my homework.,,type up my homework,,type up my homework,"['i', 'use', 'this', 'when', 'i', 'don', 't', 'have', 'access', 'to', 'my', 'computer', 'to', 'type', 'up', 'my', 'homework']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I']"
509,B004LOMB2Q,A1WX1S8669CIPT,2,and because I have the app on my phone I can work on my homework anywhere.,,,,,"['and', 'because', 'i', 'have', 'the', 'app', 'on', 'my', 'phone', 'i', 'can', 'work', 'on', 'my', 'homework', 'anywhere']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
510,B004LOMB2Q,APQQSC2SMJ8BX,1,great app that does what it says.,,,,,"['great', 'app', 'that', 'does', 'what', 'it', 'says']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
511,B004LOMB2Q,APQQSC2SMJ8BX,2,use it on my kindle and my Pc.would recommend to everybody.,,,,,"['use', 'it', 'on', 'my', 'kindle', 'and', 'my', 'pc', 'would', 'recommend', 'to', 'everybody']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
512,B004LOMB2Q,APQQSC2SMJ8BX,3,only gripe is the interface on the kindle could be better.,,,interface,interface,"['only', 'gripe', 'is', 'the', 'interface', 'on', 'the', 'kindle', 'could', 'be', 'better']","['O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O']"
513,B004LOMB2Q,A3AJ6LK7A5ZZ9R,1,i really like its shared feature.,shared feature,,,shared feature,"['i', 'really', 'like', 'its', 'shared', 'feature']","['O', 'O', 'O', 'O', 'B', 'I']"
514,B004LOMB2Q,A3AJ6LK7A5ZZ9R,2,"i can write a note and have it on my phone, computer and tablet.",,write a note,,write a note,"['i', 'can', 'write', 'a', 'note', 'and', 'have', 'it', 'on', 'my', 'phone', 'computer', 'and', 'tablet']","['O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
515,B004LOMB2Q,A3AJ6LK7A5ZZ9R,3,I like that it can do photos videos audio and text.,do photos;do videos;do audio;do text,,,do photos;do videos;do audio;do text,"['i', 'like', 'that', 'it', 'can', 'do', 'photos', 'videos', 'audio', 'and', 'text']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'O', 'O', 'O']"
516,B004LOMB2Q,A3AJ6LK7A5ZZ9R,4,I like the way you can organize into notebooks.,organize into notebooks,,,organize into notebooks,"['i', 'like', 'the', 'way', 'you', 'can', 'organize', 'into', 'notebooks']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I']"
517,B004LOMB2Q,A3AJ6LK7A5ZZ9R,5,everything is very useful.,,,,,"['everything', 'is', 'very', 'useful']","['O', 'O', 'O', 'O']"
518,B004LOMB2Q,A3AJ6LK7A5ZZ9R,6,I like it a lot.,,,,,"['i', 'like', 'it', 'a', 'lot']","['O', 'O', 'O', 'O', 'O']"
519,B004LOMB2Q,AJCBQCE0DPTGX,1,great app for taking notes across all platforms.,taking notes,,,taking notes,"['great', 'app', 'for', 'taking', 'notes', 'across', 'all', 'platforms']","['O', 'O', 'O', 'B', 'I', 'O', 'O', 'O']"
520,B004LOMB2Q,AJCBQCE0DPTGX,2,no matter where I am or what device I have available I can always update or create notes.,,update notes;create notes,,update notes;create notes,"['no', 'matter', 'where', 'i', 'am', 'or', 'what', 'device', 'i', 'have', 'available', 'i', 'can', 'always', 'update', 'or', 'create', 'notes']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I']"
521,B004SIIBGU,ANZL534L7AJ2Z,1,I always have trouble checking my purchased items.,,,checking my purchased items,checking my purchased items,"['i', 'always', 'have', 'trouble', 'checking', 'my', 'purchased', 'items']","['O', 'O', 'O', 'O', 'B', 'I', 'I', 'I']"
522,B004SIIBGU,ANZL534L7AJ2Z,2,It could be easier to move around and search in the app.,,move around;search,,move around;search,"['it', 'could', 'be', 'easier', 'to', 'move', 'around', 'and', 'search', 'in', 'the', 'app']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'O', 'B', 'O', 'O', 'O']"
523,B004SIIBGU,A2OQTIKT589WON,1,"Can buy stuff online, post items up for sale, keep an eye on your watch list!",,buy stuff;post items up for sale;keep an eye on your watch list,,buy stuff;post items up for sale;keep an eye on your watch list,"['can', 'buy', 'stuff', 'online', 'post', 'items', 'up', 'for', 'sale', 'keep', 'an', 'eye', 'on', 'your', 'watch', 'list']","['O', 'B', 'I', 'O', 'B', 'I', 'I', 'I', 'I', 'B', 'I', 'I', 'I', 'I', 'I', 'I']"
524,B004SIIBGU,A2OQTIKT589WON,2,Nothing to complain about at all for this APP!,,,,,"['nothing', 'to', 'complain', 'about', 'at', 'all', 'for', 'this', 'app']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
525,B004SIIBGU,A2C6F3XTF4G00E,1,Haven't been able to use it yet.,,,,,"['haven', 't', 'been', 'able', 'to', 'use', 'it', 'yet']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
526,B004SIIBGU,A2C6F3XTF4G00E,2,I have tried but it keeps asking for my user name and password and won't let me go any further.,,asking for my user name and password,,asking for my user name and password,"['i', 'have', 'tried', 'but', 'it', 'keeps', 'asking', 'for', 'my', 'user', 'name', 'and', 'password', 'and', 'won', 't', 'let', 'me', 'go', 'any', 'further']","['O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
527,B004SIIBGU,A2AMYU0SX9GH2J,1,"Gets the simple jobs done, able to select and pay on the spot pretty happy with this app what else can i say?",,select on the spot;pay on the spot,,select on the spot;pay on the spot,"['gets', 'the', 'simple', 'jobs', 'done', 'able', 'to', 'select', 'and', 'pay', 'on', 'the', 'spot', 'pretty', 'happy', 'with', 'this', 'app', 'what', 'else', 'can', 'i', 'say']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
528,B004SIIBGU,A2BB4DGBRVGKWW,1,"I have the same problem on two different phones, even after several updates to the app.No matter what I do with the notifications, they never stop.",,updates;notifications,,notifications;updates,"['i', 'have', 'the', 'same', 'problem', 'on', 'two', 'different', 'phones', 'even', 'after', 'several', 'updates', 'to', 'the', 'app', 'no', 'matter', 'what', 'i', 'do', 'with', 'the', 'notifications', 'they', 'never', 'stop']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'O', 'O', 'O']"
529,B004SIIBGU,A2BB4DGBRVGKWW,2,"I have each individual notification type turned off, and I have the general notification toggle turned off.",,individual notification type turned off;general notification toggle turned off,,individual notification type turned off;general notification toggle turned off,"['i', 'have', 'each', 'individual', 'notification', 'type', 'turned', 'off', 'and', 'i', 'have', 'the', 'general', 'notification', 'toggle', 'turned', 'off']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I']"
530,B004SIIBGU,A2BB4DGBRVGKWW,3,It even displays a brief popup when I do this which says it is updating the settings.,,displays a brief popup;updating the settings,,displays a brief popup;updating the settings,"['it', 'even', 'displays', 'a', 'brief', 'popup', 'when', 'i', 'do', 'this', 'which', 'says', 'it', 'is', 'updating', 'the', 'settings']","['O', 'O', 'B', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I']"
531,B004SIIBGU,A2BB4DGBRVGKWW,4,"And yet, the crummy bloop still keeps coming.The has been a problem since last year with a Nexus S, and now the same happens with the new Moto G (not that the phone model should have anything to do with the app's own settings).",,settings,,settings,"['and', 'yet', 'the', 'crummy', 'bloop', 'still', 'keeps', 'coming', 'the', 'has', 'been', 'a', 'problem', 'since', 'last', 'year', 'with', 'a', 'nexus', 's', 'and', 'now', 'the', 'same', 'happens', 'with', 'the', 'new', 'moto', 'g', 'not', 'that', 'the', 'phone', 'model', 'should', 'have', 'anything', 'to', 'do', 'with', 'the', 'app', 's', 'own', 'settings']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B']"
532,B004SIIBGU,A6QV3CJ5378WW,1,I downloaded the ebay app because I had some specific items I wanted to look for and I wasn't at home near my desktop.,,items I wanted to look for,,items I wanted to look for,"['i', 'downloaded', 'the', 'ebay', 'app', 'because', 'i', 'had', 'some', 'specific', 'items', 'i', 'wanted', 'to', 'look', 'for', 'and', 'i', 'wasn', 't', 'at', 'home', 'near', 'my', 'desktop']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
533,B004SIIBGU,A6QV3CJ5378WW,2,The app is well laid out and intuitive to use.,,,,,"['the', 'app', 'is', 'well', 'laid', 'out', 'and', 'intuitive', 'to', 'use']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
534,B004SIIBGU,A6QV3CJ5378WW,3,I would recommend it and find myself using the app more often than going into the office to check things out on the desktop.,,,,,"['i', 'would', 'recommend', 'it', 'and', 'find', 'myself', 'using', 'the', 'app', 'more', 'often', 'than', 'going', 'into', 'the', 'office', 'to', 'check', 'things', 'out', 'on', 'the', 'desktop']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
535,B004SIIBGU,A3QGL4W4KC6I45,1,For viewing and bidding the droid app is the way to go.,,viewing;bidding,,viewing;bidding,"['for', 'viewing', 'and', 'bidding', 'the', 'droid', 'app', 'is', 'the', 'way', 'to', 'go']","['O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
536,B004SIIBGU,A3QGL4W4KC6I45,2,If I am closing in on a bid I keep laptop and tablet going but the tablet is my preference.,,closing in on a bid,,closing in on a bid,"['if', 'i', 'am', 'closing', 'in', 'on', 'a', 'bid', 'i', 'keep', 'laptop', 'and', 'tablet', 'going', 'but', 'the', 'tablet', 'is', 'my', 'preference']","['O', 'O', 'O', 'B', 'I', 'I', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
537,B004SIIBGU,A3QGL4W4KC6I45,3,"The slimmed down UI makes it very easy to bid, buy and get notified!",bid;buy;get notified;UI,,,bid;buy;get notified;UI,"['the', 'slimmed', 'down', 'ui', 'makes', 'it', 'very', 'easy', 'to', 'bid', 'buy', 'and', 'get', 'notified']","['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'B', 'B', 'O', 'B', 'I']"
538,B004SIIBGU,A2Z5G2Y7LOJDUN,1,Got to love Ebay and now I have access to it on my phone and Kindle.,,,,,"['got', 'to', 'love', 'ebay', 'and', 'now', 'i', 'have', 'access', 'to', 'it', 'on', 'my', 'phone', 'and', 'kindle']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
539,B004SIIBGU,A2Z5G2Y7LOJDUN,2,SImple and easy to use.,,,,,"['simple', 'and', 'easy', 'to', 'use']","['O', 'O', 'O', 'O', 'O']"
540,B004SIIBGU,AZMPE9U5ENH8J,1,I have this installed on my Kindle device.,,installed,,installed,"['i', 'have', 'this', 'installed', 'on', 'my', 'kindle', 'device']","['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O']"
541,B004SIIBGU,AZMPE9U5ENH8J,2,I'm a bit addicted to EBay so this is perfect for me.,,,,,"['i', 'm', 'a', 'bit', 'addicted', 'to', 'ebay', 'so', 'this', 'is', 'perfect', 'for', 'me']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
542,B004SIIBGU,AW0LPYMSI8FE4,1,Of course you need Ebay.,,,,,"['of', 'course', 'you', 'need', 'ebay']","['O', 'O', 'O', 'O', 'O']"
543,B004SIIBGU,AW0LPYMSI8FE4,2,I use it a lot and is a must have for my family.,,,,,"['i', 'use', 'it', 'a', 'lot', 'and', 'is', 'a', 'must', 'have', 'for', 'my', 'family']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
544,B004SIIBGU,AW0LPYMSI8FE4,3,I like it on the kindle just because the size is bigger than my iphone.,,,,,"['i', 'like', 'it', 'on', 'the', 'kindle', 'just', 'because', 'the', 'size', 'is', 'bigger', 'than', 'my', 'iphone']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
545,B004SIIBGU,AW0LPYMSI8FE4,4,Definately a plus app!,,,,,"['definately', 'a', 'plus', 'app']","['O', 'O', 'O', 'O']"
546,B004SIIBGU,AMADI7SC9RYG2,1,I like this app for finding car parts for both my old and new cars it's kind of fun to bid on stuff,finding car parts;bid on stuff,,,finding car parts;bid on stuff,"['i', 'like', 'this', 'app', 'for', 'finding', 'car', 'parts', 'for', 'both', 'my', 'old', 'and', 'new', 'cars', 'it', 's', 'kind', 'of', 'fun', 'to', 'bid', 'on', 'stuff']","['O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I']"
547,B004SIIBGU,A3HTHJTVIIXEBU,1,Makes shopping on Ebay quick and easy.,shopping,,,shopping,"['makes', 'shopping', 'on', 'ebay', 'quick', 'and', 'easy']","['O', 'B', 'O', 'O', 'O', 'O', 'O']"
548,B004SIIBGU,A3HTHJTVIIXEBU,2,"It is great when you don't have your computer with you, but want to shop.",shop,,,shop,"['it', 'is', 'great', 'when', 'you', 'don', 't', 'have', 'your', 'computer', 'with', 'you', 'but', 'want', 'to', 'shop']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B']"
549,B004SIIBGU,A3KIC8125930K6,1,I love Ebay.,,,,,"['i', 'love', 'ebay']","['O', 'O', 'O']"
550,B004SIIBGU,A3KIC8125930K6,2,for viewing and bidding the droid app is the way to go.,,viewing;bidding,,viewing;bidding,"['for', 'viewing', 'and', 'bidding', 'the', 'droid', 'app', 'is', 'the', 'way', 'to', 'go']","['O', 'B', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
551,B004SIIBGU,A3KIC8125930K6,3,"Works well, no glitches.",,,,,"['works', 'well', 'no', 'glitches']","['O', 'O', 'O', 'O']"
552,B004SIIBGU,A2Z3PDY9R3OTFN,1,"hard to find your way around, great for a quick check of items though.",check of items,,,check of items,"['hard', 'to', 'find', 'your', 'way', 'around', 'great', 'for', 'a', 'quick', 'check', 'of', 'items', 'though']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B', 'I', 'I', 'O']"
553,B004SIIBGU,A2Z3PDY9R3OTFN,2,Cannot check ebay messages.,,check ebay messages,,check ebay messages,"['cannot', 'check', 'ebay', 'messages']","['O', 'B', 'I', 'I']"
554,B004SIIBGU,A1TH9GUK9M0CXZ,1,Love this app.,,,,,"['love', 'this', 'app']","['O', 'O', 'O']"
555,B004SIIBGU,A1TH9GUK9M0CXZ,2,Now I can shop ebay without having to turn on my computer!,,shop,,shop,"['now', 'i', 'can', 'shop', 'ebay', 'without', 'having', 'to', 'turn', 'on', 'my', 'computer']","['O', 'O', 'O', 'B', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
